-0.38862,-0.9214,0
-1.0797,0.66226,0
0.97981,0.80275,0
-0.99828,0.058697,0
-0.97859,-0.80424,0
-0.16307,-1.5246,0
-1.1752,-0.47258,0
1.4471,0.50688,0
-0.12581,-0.99205,0
-0.65084,1.0867,0
0.41674,-0.90903,0
0.77882,1.3208,0
-1.2371,0.27222,0
-0.44079,1.4686,0
0.51315,-1.1581,0
0.99604,0.088855,0
-0.73908,-0.67361,0
-1.4101,-0.60238,0
-1.2622,0.1058,0
0.056293,0.99841,0
-0.84686,-0.53182,0
1.2666,-0.015619,0
-0.91761,0.39748,0
-0.72267,1.3524,0
-1.4974,0.33018,0
-0.93626,1.2143,0
-0.58413,-0.81166,0
-1.5314,-0.077466,0
0.71788,-1.0436,0
1.2605,-0.87308,0
0.36641,-0.93045,0
-0.44228,1.4682,0
-1.2531,-0.18505,0
0.48249,0.8759,0
0.8698,0.92081,0
-0.97872,0.20521,0
-1.0246,-1.1407,0
-1.1559,0.51798,0
-1.1709,0.48307,0
0.4905,0.87144,0
-0.99892,0.046541,0
-0.23648,-0.97164,0
1.086,-0.65192,0
0.56913,1.1316,0
-1.3883,-0.65096,0
0.24589,1.5135,0
-0.71404,1.3569,0
-0.89174,-0.89958,0
0.82351,1.2934,0
-0.96916,0.24645,0
0.60985,1.1102,0
0.013832,0.9999,0
-0.68617,1.0647,0
-0.94439,-0.84414,0
1.3366,0.75135,0
0.59577,-1.1178,0
0.88283,-0.90833,0
1.2475,0.21961,0
1.2629,0.097999,0
-0.56751,1.1324,0
0.87085,0.49154,0
0.78594,-1.3166,0
-1.504,-0.2983,0
-1.0859,1.0826,0
0.99967,0.025816,0
1.2785,-0.84642,0
1.2316,-0.29603,0
1.2597,0.13249,0
-0.86246,0.50612,0
-0.8141,-0.58072,0
1.2649,-0.066339,0
0.15597,1.257,0
0.42559,-1.193,0
-1.0514,-0.7064,0
-0.31396,0.94944,0
0.87686,0.48074,0
-0.76243,-0.64707,0
1.1662,-0.99549,0
-0.13812,-0.99042,0
-1.2586,-0.1423,0
1.1974,0.41325,0
1.1861,-0.44462,0
-1.252,0.19245,0
-1.4482,0.50394,0
0.47468,1.1744,0
-0.53639,-0.84397,0
1.5256,-0.1537,0
1.1752,0.98487,0
-0.17005,-1.5239,0
-0.9829,-0.18413,0
-0.77115,1.0049,0
0.12287,-1.5284,0
-1.0254,0.74362,0
-0.99401,-0.10933,0
0.081857,0.99664,0
0.90378,-0.428,0
0.62364,0.78171,0
-0.71258,-0.70159,0
0.78846,-0.61508,0
-0.9821,-0.18836,0
0.12275,-0.99244,0
-0.9091,0.41659,0
1.502,-0.30842,0
1.2315,-0.29622,0
-1.1268,0.57864,0
0.5597,-0.82869,0
-1.4744,-0.42111,0
-0.21039,-1.5188,0
0.20252,1.5199,0
-1.0472,-0.71266,0
-0.53498,1.1481,0
-0.94683,-0.32175,0
-0.5487,-1.1417,0
-0.29623,-1.2315,0
-0.62104,-0.78378,0
-0.0063159,-0.99998,0
-0.97801,-1.1809,0
0.84808,0.52987,0
0.24441,-0.96967,0
-1.264,-0.0827,0
1.3902,-0.6468,0
1.3316,-0.76016,0
-0.97911,-0.20332,0
1.4789,-0.4051,0
-1.2437,0.24029,0
0.71706,-1.3553,0
0.86752,1.2643,0
-1.2074,0.9452,0
-0.92592,-1.2222,0
-0.77756,-0.6288,0
-0.28655,1.5063,0
-1.2601,-0.12862,0
-0.68772,1.0637,0
-1.4671,0.44569,0
-0.99596,0.089808,0
0.95368,-0.30084,0
-1.2668,-0.86389,0
-0.18003,-0.98366,0
0.37801,1.486,0
-0.71595,-0.69815,0
1.051,0.70705,0
-0.65953,1.0814,0
-0.88656,0.90468,0
-0.76893,0.63933,0
-0.80341,0.97927,0
1.236,0.27725,0
-0.27181,-0.96235,0
0.78512,-0.61935,0
0.79186,0.98864,0
-0.94995,-1.2036,0
-1.1147,-0.60148,0
-0.92133,0.86925,0
0.26766,0.96351,0
-0.038567,-0.99926,0
-0.42339,0.90595,0
0.032937,-0.99946,0
0.01344,-0.99991,0
1.1836,0.45126,0
-1.0353,-0.72975,0
0.2602,1.2397,0
0.2859,-0.95826,0
-0.85066,0.93852,0
0.67562,1.0714,0
1.0881,-0.64851,0
0.62721,-0.77885,0
-1.1379,0.55637,0
0.90515,1.2377,0
1.0591,-1.1088,0
0.86534,0.925,0
0.94451,0.32849,0
0.53001,1.4388,0
1.4286,0.55708,0
-1.1514,1.0127,0
0.53454,1.4371,0
-0.083016,-1.2639,0
-0.44494,0.89556,0
0.51843,1.443,0
0.33294,-0.94295,0
-1.0829,-0.65711,0
0.85884,-1.2702,0
1.4917,0.35474,0
-0.57782,-1.1272,0
-0.99373,0.11183,0
-1.1621,0.50386,0
0.32041,1.4995,0
-0.80032,-0.59958,0
-0.17759,-0.98411,0
1.2316,0.91336,0
-0.32068,0.94719,0
1.5276,0.13272,0
0.1057,0.9944,0
0.9905,-0.1375,0
0.26073,-1.2395,0
0.92442,-1.2233,0
0.36104,1.2141,0
0.98769,0.15642,0
-0.6786,0.7345,0
1.1932,0.42523,0
0.40581,0.91396,0
1.5218,0.18747,0
-0.88759,-0.46063,0
0.33837,-1.2206,0
1.507,0.28318,0
0.82675,0.56257,0
1.4976,-0.32924,0
-0.65068,-1.3884,0
0.99266,0.12096,0
1.1632,0.5015,0
1.1263,-0.57947,0
-1.1519,-0.52674,0
0.12722,1.528,0
0.88566,1.2517,0
-1.2178,0.34837,0
-1.2563,-0.16135,0
-0.82411,-0.56644,0
0.79637,1.3103,0
0.96137,0.27524,0
-0.018519,-1.5332,0
-0.94515,-0.32663,0
0.39367,-1.4819,0
0.99307,0.11751,0
1.4385,0.53084,0
0.93588,-0.35232,0
1.4214,-0.57502,0
1.2665,0.019317,0
-0.50468,-1.1618,0
-0.076473,-1.5314,0
0.10985,0.99395,0
-0.43783,-1.1886,0
-0.098823,-1.2628,0
1.532,0.062954,0
-1.239,0.26325,0
0.88725,0.46129,0
0.20775,-1.2495,0
0.79182,0.61075,0
0.67509,-1.0718,0
-0.37448,1.21,0
-0.57554,0.81777,0
-1.4576,0.47591,0
-1.1477,-1.0168,0
-0.45273,0.89165,0
1.3053,0.80458,0
0.061975,-1.2651,0
1.5223,-0.18345,0
0.76507,1.0095,0
-0.85183,1.275,0
1.3639,-0.70064,0
1.0714,-1.0969,0
1.2202,-0.33983,0
-0.18896,-1.2525,0
2.2588,4.2259,1
-1.754,-4.2344,1
4.3307,-1.7938,1
3.0093,4.5038,1
-3.9873,1.2095,1
-5.4148,-1.0771,1
5.4825,-1.6631,1
-4.6996,-0.93481,1
5.625,0,1
4.5853,1.3909,1
3.7845,-3.1059,1
-5.4167,6.6335e-16,1
4.677,3.1251,1
3.9775,3.9775,1
0.51051,5.1833,1
1.9533,-4.7156,1
-2.1115,3.9503,1
-3.9457,1.6344,1
-5.4148,1.0771,1
-3.2409,3.2409,1
4.7686,0.46967,1
-4.677,-3.1251,1
-2.8357,-4.244,1
-2.5464,3.8109,1
-4.2708,5.2303e-16,1
4.1382,1.7141,1
4.1866,1.27,1
0.53093,-5.3906,1
5.1006,-2.1127,1
1.754,4.2344,1
-4.0707,2.72,1
-3.0398,3.704,1
-1.8736,4.5232,1
3.6377,2.4306,1
-0.89416,4.4953,1
1.0974,5.5169,1
5.2104,-1.0364,1
3.5685,-4.3482,1
4.1866,-1.27,1
-2.0133,3.7665,1
-5.6191,-1.1177,1
3.6377,-2.4306,1
-4.5933,-2.4552,1
2.6042,3.8975,1
-3.6828,-3.6828,1
-1.8337,-4.4269,1
-5.1006,-2.1127,1
-2.2097,-4.134,1
-4.4269,-1.8337,1
-1.0567,5.3126,1
-3.9503,-2.1115,1
-0.93481,4.6996,1
2.6025,-4.8689,1
-4.3539,-0.42882,1
2.1925,5.2931,1
-0.89416,-4.4953,1
2.0624,3.8584,1
-5.6191,1.1177,1
1.7938,-4.3307,1
2.357,4.4096,1
-2.6433,-3.2209,1
-5.7016,-0.56156,1
4.3177,2.3079,1
2.8357,-4.244,1
-1.9134,-4.6194,1
1.5421,5.0837,1
-1.2095,3.9873,1
-0.55135,5.5979,1
-2.4061,-4.5015,1
-1.3002,4.2863,1
-3.7845,3.1059,1
-2.9076,-3.543,1
-3.6747,-1.9642,1
2.8936,4.3306,1
-3.0093,-4.5038,1
-1.0974,-5.5169,1
3.8975,-2.6042,1
-5.1833,-0.51051,1
2.934e-16,4.7917,1
